"","Loading","PC1.v","PC2.v"
"14121","SIGLEC8",-0.002952808,0.006130649
"14122","PEPD",-0.002956527,0.001499811
"14123","GLG1",-0.002956942,-0.001295495
"14124","SLC24A1",-0.002959296,-0.002181737
"14125","TCEAL1",-0.002959429,-0.006742036
"14126","DSC1",-0.002960475,-0.012740925
"14127","MOCS2",-0.002961454,-0.002733824
"14128","PILRA",-0.002964007,0.014315038
"14129","PPP1R11",-0.002965064,-6.71e-06
"14130","RNF167",-0.002967343,-0.001863669
"14131","SLC5A4",-0.002967758,0.003203709
"14132","PCDH11Y",-0.002969274,-0.016780604
"14133","RPL28",-0.002970761,-0.000794577
"14134","GSPT2",-0.002971425,-0.002243635
"14135","PCDH18",-0.002973061,-0.00706968
"14136","NT5C1A",-0.002973937,-0.001961399
"14137","MPG",-0.002977479,-0.001870655
"14138","C17orf64",-0.002977723,0.006513756
"14139","CTRB1",-0.00297812,-0.003689844
"14140","DNPEP",-0.002978544,-0.00153967
"14141","FAM26E",-0.002980022,0.006689398
"14142","NDEL1",-0.002980484,0.000136119
"14143","PCBP1",-0.002980779,0.001562679
"14144","PLA2G7",-0.002982563,-0.003742508
"14145","ACSL4",-0.00298404,0.009137007
"14146","ZNF425",-0.002985697,-0.006535545
"14147","IRF2",-0.002987118,0.000259047
"14148","EDDM3A",-0.002988946,-0.007439623
"14149","TMEM14C",-0.002989096,-0.001476756
"14150","HGSNAT",-0.002990297,-0.000973908
"14151","NLRP8",-0.002993848,-0.013440439
"14152","FHIT",-0.002995588,-0.003617458
"14153","PI4K2A",-0.002995819,0.00281727
"14154","TCEAL4",-0.002999908,-0.007696612
"14155","WIPF1",-0.003000405,0.005776622
"14156","IFIH1",-0.00300098,0.003209788
"14157","ZNF503",-0.003001359,-0.003540075
"14158","COX14",-0.003001385,-0.000154685
"14159","CALCOCO1",-0.00300255,-0.002285766
"14160","PIGB",-0.003003133,-0.000955142
"14161","KIAA1161",-0.003004057,0.001568156
"14162","SLC29A3",-0.003005588,0.003975356
"14163","MGAT3",-0.00300688,0.014951767
"14164","BTBD9",-0.003007537,0.001753832
"14165","P4HB",-0.003009167,-0.002578323
"14166","ALDH1B1",-0.003009738,-0.007363969
"14167","TIMP1",-0.003010046,0.000918423
"14168","SREBF2",-0.003011236,-0.001099786
"14169","GYG1",-0.003011398,-0.003747164
"14170","C15orf57",-0.003011715,-0.000449205
"14171","ESD",-0.003012308,-0.001833618
"14172","RBM11",-0.003013508,-0.00143201
"14173","CTSF",-0.003015268,-0.006749253
"14174","CA11",-0.003016216,-0.001557575
"14175","ZER1",-0.003017539,-0.004094587
"14176","FAM109B",-0.003017935,0.002059859
"14177","CPPED1",-0.003021249,-0.00040152
"14178","PNRC1",-0.003026315,-0.000442405
"14179","ST13",-0.003026458,-0.003089585
"14180","DPH3",-0.003026523,0.001702049
"14181","LILRB2",-0.003026954,0.015481845
"14182","FKBP8",-0.003027995,-0.00262295
"14183","FNIP2",-0.003029873,0.002563664
"14184","COA3",-0.003033189,-0.002160642
"14185","RHBDD1",-0.003034271,-0.002798221
"14186","SERINC3",-0.003034282,-0.000228084
"14187","KIAA0930",-0.003037396,-0.000180685
"14188","MTMR14",-0.003038051,0.002479131
"14189","SLC26A2",-0.003039188,-0.007071994
"14190","SEC62",-0.003039415,-0.001757253
"14191","TYRO3",-0.003040382,0.000280254
"14192","SLC25A26",-0.003040965,-0.001810275
"14193","TMOD3",-0.003042704,0.004049652
"14194","SMCO4",-0.003047877,-0.002923172
"14195","ACVR1",-0.003048275,0.002170133
"14196","EEF1D",-0.003050062,-0.002659903
"14197","LRRC4",-0.003050818,0.011011197
"14198","PPP2R3A",-0.00305096,-0.00098292
"14199","CHMP2B",-0.003053227,-0.001669499
"14200","KLK6",-0.003055127,0.001300437
"14201","TENM2",-0.003055335,-0.019155985
"14202","FBXO25",-0.003057312,-0.006956437
"14203","BCAT1",-0.003058601,0.018955548
"14204","PTCHD4",-0.003059609,-0.00288048
"14205","TMED9",-0.00306021,-0.001239625
"14206","CDC14A",-0.003060855,-0.005419228
"14207","FOXN3",-0.003064385,-0.001719851
"14208","ELOVL3",-0.003065405,0.01267541
"14209","EXD1",-0.003067803,0.008999931
"14210","COX4I1",-0.003071081,-0.001977664
"14211","RHOH",-0.003071697,0.007730565
"14212","EIF3CL",-0.003074068,-0.000450188
"14213","ANKRD37",-0.003074447,-0.008084143
"14214","FUCA2",-0.003075215,0.0026336
"14215","CRACR2B",-0.003075341,-0.005692757
"14216","PGA4",-0.00307549,-0.006272142
"14217","PAPLN",-0.003077695,0.002249694
"14218","LRRC46",-0.003081179,0.006978439
"14219","TM4SF4",-0.003081275,0.015653246
"14220","NQO2",-0.003081739,-0.001197667
"14221","NAA60",-0.003082204,-0.001111759
"14222","ORMDL2",-0.00308386,0.000793723
"14223","PHF11",-0.003089714,0.00124007
"14224","FKBP2",-0.003090423,-0.003272794
"14225","FOXA3",-0.003090461,0.003178665
"14226","CBY1",-0.003091094,-0.003026721
"14227","IMP3",-0.003096223,-0.00190928
"14228","NEFM",-0.003103103,-0.016368157
"14229","DDIT4",-0.003103678,-0.003326909
"14230","PLCH2",-0.00310428,-0.017513225
"14231","RNF225",-0.003104817,-0.006176786
"14232","GRAP",-0.003105883,0.007974556
"14233","HMOX1",-0.003106956,0.017178475
"14234","VPS11",-0.003110759,-0.000626528
"14235","PGAP3",-0.00311184,-0.001802572
"14236","SCPEP1",-0.003112601,0.003077825
"14237","LYPD6B",-0.003113226,-0.012975735
"14238","FCHO2",-0.003113817,0.002874597
"14239","JUND",-0.003117593,9.91e-05
"14240","GLOD5",-0.003117973,0.006938468
"14241","ADGRE2",-0.00312011,0.009322146
"14242","FAM83C",-0.003125482,-0.01589779
"14243","KLK8",-0.003132351,0.007216868
"14244","DCAF12L1",-0.003132749,-0.012289977
"14245","FAM63B",-0.003134067,-0.00340407
"14246","RPS23",-0.003134421,-0.001277439
"14247","CCDC6",-0.003134903,-0.00063033
"14248","CERS3",-0.003137963,-0.020123165
"14249","IL10RB",-0.003138982,0.002318461
"14250","MS4A6E",-0.003139132,0.005866574
"14251","TGIF2",-0.003143183,0.001302691
"14252","SURF4",-0.003148965,-0.000678242
"14253","ATP13A5",-0.003149342,0.014154286
"14254","CA1",-0.003150961,0.003639395
"14255","SMG6",-0.003152286,-0.00387453
"14256","GNG5",-0.003153022,0.004006592
"14257","HSFX2",-0.003154332,-0.006912863
"14258","HPCAL1",-0.003155276,0.009430107
"14259","CMTM3",-0.003155984,0.0064733
"14260","EXOSC7",-0.003158022,-0.001950046
"14261","SYT12",-0.003159414,-0.008176936
"14262","PEX12",-0.003159575,-0.004051665
"14263","APOBEC4",-0.003161038,0.014510418
"14264","ETF1",-0.003161109,0.001229828
"14265","PAQR7",-0.00316536,-0.00152838
"14266","MFSD1",-0.003166728,0.001956377
"14267","FAM71A",-0.003170437,0.001391137
"14268","S100A13",-0.00317267,0.006348572
"14269","SAMSN1",-0.003173168,0.01463954
"14270","ANKRD35",-0.003174764,-0.006370116
"14271","CMTM2",-0.003175376,0.008887765
"14272","APOBEC2",-0.003176186,-0.004446238
"14273","TMEM63B",-0.003177839,0.005174391
"14274","CXCL11",-0.003178106,0.007703477
"14275","TBC1D5",-0.003178776,-0.001449779
"14276","FLRT2",-0.003179116,-0.004921789
"14277","BRK1",-0.003179126,-0.001017745
"14278","CRADD",-0.003180497,-0.003779429
"14279","UBAP1",-0.003181789,0.001656591
"14280","DGKG",-0.003182782,0.002280305
"14281","ABHD15",-0.003184057,0.002695432
"14282","PRDM1",-0.003184367,0.008251753
"14283","THRA",-0.003185029,-0.003889212
"14284","SIRPD",-0.003185054,0.011363836
"14285","SLC39A11",-0.003185971,0.004708013
"14286","RPL12",-0.00318626,-0.002295981
"14287","GBA3",-0.003186338,0.004505937
"14288","NBPF19",-0.003186672,-0.004164661
"14289","RPL10A",-0.003191352,-0.003323592
"14290","RNF208",-0.003191752,-0.004192489
"14291","ITGAX",-0.00319656,0.017081354
"14292","TM2D2",-0.003197046,-0.002010683
"14293","ASB13",-0.003201123,-4.35e-05
"14294","IDI1",-0.003203136,-0.001351861
"14295","PFN1",-0.00320388,0.002580503
"14296","PNPLA2",-0.003204468,-0.000727932
"14297","CTSC",-0.003204516,0.020188027
"14298","PDZRN3",-0.003208825,-0.013883752
"14299","BGN",-0.003209188,0.009153713
"14300","VPS37B",-0.003210216,0.00298152
"14301","SUSD5",-0.003210697,-0.000972765
"14302","MAP3K19",-0.003211368,0.014220842
"14303","PIH1D3",-0.003212073,0.017006056
"14304","ARL2BP",-0.003212093,0.001807948
"14305","MAGI3",-0.00321255,0.0057287
"14306","RCVRN",-0.003212714,-0.000368537
"14307","THEMIS2",-0.003214249,0.017121573
"14308","MOGAT1",-0.003214718,0.003174359
"14309","AGFG2",-0.003215056,-0.004474539
"14310","RNF141",-0.003218021,-0.001447663
"14311","CYB561A3",-0.003218113,-0.000184214
"14312","ICAM5",-0.003219524,0.022031373
"14313","AAMDC",-0.003220748,-0.001993316
"14314","ANXA7",-0.003221432,-0.000682751
"14315","IZUMO2",-0.003225993,9.76e-05
"14316","MAP3K5",-0.003226455,-0.004993267
"14317","LACTB",-0.003226747,0.004333625
"14318","SUSD4",-0.003226904,-0.006083944
"14319","RGMA",-0.003227234,-0.005077712
"14320","CBR1",-0.003228105,-5.04e-05
"14321","BCAP29",-0.003228209,-0.000923958
"14322","ETS2",-0.003232192,0.003209157
"14323","IFRD2",-0.003233202,-0.002493302
"14324","DIRAS3",-0.003235259,-0.002755669
"14325","ACP2",-0.003235908,-0.000397208
"14326","SI",-0.003238052,-0.03380297
"14327","DNAJC30",-0.003242428,-0.003027667
"14328","ACOX1",-0.003242652,-0.002860397
"14329","PHEX",-0.003242672,0.007164932
"14330","NAPA",-0.00324346,-0.005019723
"14331","MYL12B",-0.003244181,0.003095621
"14332","RNF149",-0.003246564,0.003997519
"14333","FAM63A",-0.003250678,-0.001550358
"14334","SLC10A6",-0.003250876,-0.003778634
"14335","PGA3",-0.003252351,-0.004986707
"14336","APOC1",-0.00325375,0.025972377
"14337","FLOT2",-0.003254205,-0.001564962
"14338","TSTD1",-0.003254234,-0.00506472
"14339","TNFRSF21",-0.003255251,0.002992643
"14340","LURAP1L",-0.003256567,0.007110021
"14341","ZNF552",-0.003257805,-0.006754572
"14342","CPEB1",-0.003258211,-0.006304698
"14343","RNASE2",-0.003258236,0.014305811
"14344","MYPN",-0.003261877,-0.006146372
"14345","DGCR2",-0.003265365,-0.001486304
"14346","CCDC107",-0.003266215,-0.000333531
"14347","FRAT1",-0.003266282,-0.001823689
"14348","PREX1",-0.003266503,0.006948026
"14349","NME3",-0.003266862,-0.00642424
"14350","LMAN2",-0.003270167,-0.000949338
"14351","CCDC28A",-0.003270475,-0.000377663
"14352","PPIB",-0.003272544,-0.001728824
"14353","IDUA",-0.003273402,-0.001893779
"14354","NBR1",-0.00327519,-0.00306583
"14355","RPL32",-0.003275759,-0.002036258
"14356","SHB",-0.003275773,-0.00077888
"14357","ACO2",-0.003276497,-0.002893711
"14358","GPR182",-0.003277713,0.004578614
"14359","TUSC2",-0.003278609,-0.000865033
"14360","TNF",-0.003278954,0.011681015
"14361","FHOD1",-0.003281002,0.006332843
"14362","ERP29",-0.003281519,-0.000727586
"14363","TLN2",-0.003282136,-0.003772482
"14364","DEXI",-0.003283822,-0.003555201
"14365","RAB5C",-0.00328778,0.002438296
"14366","CDKN1A",-0.003289602,0.001462436
"14367","AKAP3",-0.003290822,-0.004356692
"14368","C14orf159",-0.003291969,-0.002373816
"14369","ZMAT5",-0.003292273,-0.001819088
"14370","MCEE",-0.003292649,-0.004385942
"14371","SPOCK3",-0.003297826,-0.029942964
"14372","CLEC4A",-0.003298409,0.012288713
"14373","IFI27",-0.003301257,0.01764222
"14374","PEF1",-0.003302328,-1.64e-05
"14375","SPATA20",-0.003303381,-0.006359576
"14376","EMILIN2",-0.0033055,0.009889931
"14377","PRR5",-0.003306639,-0.00609014
"14378","SPINT3",-0.003307216,-0.006921229
"14379","INTS5",-0.003307683,-0.001166822
"14380","PLAU",-0.003307746,0.009705027
"14381","TANGO2",-0.003308002,0.000741481
"14382","ZFYVE9",-0.003308514,-0.002778459
"14383","SUPT20HL1",-0.003309044,-0.008721203
"14384","GPC3",-0.00330963,0.013480924
"14385","EML2",-0.003312592,-0.003154738
"14386","KIR3DL1",-0.003315512,0.012297916
"14387","PDE1C",-0.003316548,0.002033302
"14388","PYGO1",-0.003317849,-0.007453145
"14389","CLEC4D",-0.003317869,0.014503003
"14390","COL4A2",-0.003317918,0.001011917
"14391","DACT1",-0.003319983,-0.003911545
"14392","RUNDC3B",-0.003320364,-0.009752976
"14393","DKK4",-0.003321414,-0.009855159
"14394","CD1D",-0.003321651,0.005486367
"14395","AP1S3",-0.00332175,0.001740746
"14396","PGAM4",-0.003321942,-0.000274777
"14397","OOEP",-0.003323608,-0.00184845
"14398","NOB1",-0.003323851,-0.001242792
"14399","PAG1",-0.003326428,0.006530573
"14400","PFKFB3",-0.003327111,0.007072601
"14401","MID1IP1",-0.003327342,0.003532961
"14402","OVCA2",-0.003328642,-0.000500709
"14403","OR2W3",-0.003328793,-0.005371414
"14404","NCBP2L",-0.003331745,-0.003916327
"14405","HLA-A",-0.003333673,0.008388195
"14406","ARL1",-0.003333696,-0.00423218
"14407","SPOCD1",-0.003333702,0.019366161
"14408","GALNT10",-0.003337776,0.004859006
"14409","RAB4A",-0.003339489,-0.007163405
"14410","CORO2A",-0.003340024,-0.002709812
"14411","ADI1",-0.00334062,-0.005423843
"14412","CCDC3",-0.003342023,-0.004271421
"14413","CTNS",-0.003342399,-0.001606007
"14414","SAR1B",-0.003342417,-0.005535399
"14415","LILRB1",-0.003342566,0.013330827
"14416","HCFC1R1",-0.003345838,-0.001026429
"14417","NFKBIZ",-0.00334972,0.007104917
"14418","RASSF5",-0.003349983,0.005598606
"14419","CDIP1",-0.003351741,-0.001917677
"14420","ZSCAN4",-0.003351801,-0.003445028
"14421","IMMP2L",-0.003354882,-0.005374003
"14422","MYO16",-0.00335702,-0.003574051
"14423","PRSS36",-0.003357828,0.003741982
"14424","INAFM2",-0.003359163,-0.000651773
"14425","RIPK4",-0.003359701,-0.003887877
"14426","PLA2G12B",-0.003360307,0.022164402
"14427","PLCE1",-0.003360792,0.002007032
"14428","TMEM2",-0.003362558,0.006770056
"14429","CAB39",-0.00336532,-0.000207508
"14430","TOMM7",-0.003365536,-0.001040222
"14431","SHC1",-0.003366482,0.000885574
"14432","COMMD1",-0.003369426,-0.00044123
"14433","CNTFR",-0.003371497,-0.015235083
"14434","ADAMTS17",-0.003371603,-0.003659422
"14435","TRAF3IP2",-0.003372497,-0.002922523
"14436","SLC6A12",-0.003374641,0.016631784
"14437","PDIA3",-0.003375772,-0.002693525
"14438","TMIGD2",-0.003376206,0.007782614
"14439","GCHFR",-0.003376436,0.009718496
"14440","ZNF438",-0.003377094,0.002954551
"14441","FAM174A",-0.003380715,-0.000113949
"14442","ALOXE3",-0.003382817,-0.006713824
"14443","ALG1",-0.003384927,-0.000483859
"14444","KCNN3",-0.003386925,0.00317399
"14445","GLI2",-0.003387266,-0.002218203
"14446","FBN1",-0.003388247,0.001998139
"14447","CFLAR",-0.003390034,0.00364676
"14448","TOMM20L",-0.003391063,-0.004716352
"14449","IFI30",-0.003391995,0.020617619
"14450","PARP8",-0.003393446,-0.000375487
"14451","ZNF208",-0.003393887,-0.00600158
"14452","IL17D",-0.003396025,0.002274981
"14453","MYH10",-0.00339766,0.002083054
"14454","BMP6",-0.003397852,0.004739447
"14455","S1PR3",-0.003400097,-0.006382725
"14456","CDCP1",-0.00340067,0.000750486
"14457","DENND3",-0.003400851,0.006466996
"14458","SMDT1",-0.003402662,-0.004314382
"14459","MUL1",-0.003402926,-0.000893105
"14460","NUDT7",-0.003403786,-0.000322015
"14461","TMEM87B",-0.003404568,-0.005596157
"14462","BCAR1",-0.003408197,0.000175133
"14463","TMEM59",-0.003410502,-0.002048445
"14464","SH3BGR",-0.003412658,-0.009130546
"14465","COL16A1",-0.00341283,-0.006168458
"14466","PDCD4",-0.003413259,-0.007723459
"14467","CASP14",-0.003414195,-0.013431138
"14468","CCNDBP1",-0.003414907,0.000131802
"14469","SLC16A13",-0.003414912,0.002448183
"14470","MEGF6",-0.003415468,0.001096115
"14471","COL28A1",-0.003415689,-0.007255377
"14472","SERF2",-0.003416259,-0.00272529
"14473","SLC22A5",-0.003416734,-0.009728107
"14474","PDXK",-0.003416785,0.003069583
"14475","SYNDIG1",-0.003420102,-0.004407695
"14476","PIK3R5",-0.00342118,0.014302496
"14477","PLA2G4E",-0.003421235,0.018786632
"14478","C4orf36",-0.003421751,-0.003509454
"14479","EHBP1L1",-0.003422955,-0.000606987
"14480","CLDND2",-0.003423361,-0.007017239
"14481","TUBA3D",-0.003423661,-0.032594947
"14482","HMCN2",-0.003424483,-0.00691074
"14483","PRR5L",-0.003424805,0.011428247
"14484","MRPL40",-0.003426313,-0.002662799
"14485","PWWP2B",-0.003426502,-0.001588964
"14486","PIM3",-0.003427682,-0.000726277
"14487","MCAM",-0.003427771,-0.001480421
"14488","EBI3",-0.003428312,0.003762574
"14489","RBL2",-0.003429098,-0.002393049
"14490","APOBEC3H",-0.003431841,0.009675228
"14491","HSD17B12",-0.003432908,-0.000502412
"14492","ORAI1",-0.003434372,0.007249341
"14493","CLDN7",-0.003434432,0.003350374
"14494","ATP8B4",-0.003434601,-0.007450922
"14495","MX1",-0.003436142,0.007092398
"14496","ARMC7",-0.003436231,0.001394828
"14497","CUX1",-0.003443317,-0.00126812
"14498","DYRK4",-0.003445862,-0.002370538
"14499","HS6ST2",-0.003446378,0.006597174
"14500","TCTE1",-0.003446432,0.008184275
"14501","TGM7",-0.003447987,-0.008514189
"14502","SURF1",-0.00345047,-0.001034086
"14503","CDH15",-0.00345181,0.012319206
"14504","NRROS",-0.00345598,0.011209571
"14505","OSCP1",-0.003458199,-0.001329107
"14506","MEIS1",-0.003458509,-0.00379581
"14507","P2RY8",-0.003459135,0.005935124
"14508","SHROOM2",-0.003460461,-0.00659825
"14509","CAMK2G",-0.003461337,-0.003805753
"14510","PCED1B",-0.003464514,0.010910779
"14511","TCEAL2",-0.003464675,-0.012910728
"14512","DTWD2",-0.003467423,-0.004169385
"14513","ROR2",-0.003469205,-0.013411104
"14514","FOXO4",-0.003469307,-0.003880706
"14515","MAN2B1",-0.003470786,0.004997175
"14516","CARD11",-0.003471283,0.009807442
"14517","ATP6V1E1",-0.003471742,0.000283414
"14518","FAM214B",-0.003472163,0.000659126
"14519","REEP3",-0.003472177,-0.000873681
"14520","WNT6",-0.003474587,-0.016367727
"14521","SSFA2",-0.003475403,0.002481731
"14522","TMEM110",-0.003477708,0.000612113
"14523","LURAP1",-0.003479767,-0.01190984
"14524","DESI1",-0.00348122,0.000572862
"14525","MBNL2",-0.003481865,-0.00067966
"14526","ALDH9A1",-0.003483743,-0.003802187
"14527","ARL11",-0.003483962,0.016084934
"14528","GBP1",-0.003484956,0.009470428
"14529","C20orf202",-0.003485661,0.009865671
"14530","FBXO36",-0.003486331,-0.001071032
"14531","TRAPPC6A",-0.003486867,-0.004191074
"14532","CREBRF",-0.003488814,-0.003795109
"14533","KIF13B",-0.003489201,-0.004580158
"14534","HTR1B",-0.003491131,-0.002303875
"14535","CP",-0.003491305,0.013689745
"14536","NRG4",-0.003492401,-0.014708262
"14537","ZFYVE21",-0.003493172,-0.004156677
"14538","F5",-0.003493522,-0.009879335
"14539","ERF",-0.003494973,0.000133155
"14540","PLEK",-0.003494978,0.017034885
"14541","ACBD4",-0.003495298,-0.004730935
"14542","TLR1",-0.003496421,0.00856047
"14543","MT-ND1",-0.003496844,-0.002795727
"14544","OBSCN",-0.003498041,-0.004828293
"14545","CD83",-0.003498248,0.009336161
"14546","CLCNKB",-0.003498589,-0.00027102
"14547","AKTIP",-0.003500394,-0.001740801
"14548","TADA2B",-0.003500784,-0.003472972
"14549","UFSP2",-0.00350158,-0.002469877
"14550","CCDC184",-0.003502813,-0.000248271
"14551","ZC3H12B",-0.003503447,-0.009252673
"14552","APOBEC3D",-0.003504188,0.002824692
"14553","KLRC1",-0.003505777,0.006549303
"14554","RPS6KA1",-0.003508605,0.003864651
"14555","SAMD9L",-0.003510809,0.011618582
"14556","DAG1",-0.003511764,-0.000949656
"14557","ARHGAP15",-0.003512753,0.007469084
"14558","CD247",-0.003513529,0.012213271
"14559","DNAJB5",-0.003513588,-0.00933508
"14560","RUNX1",-0.003517464,0.007049528
"14561","RPS9",-0.003519288,-0.00139762
"14562","GGCX",-0.00351937,0.001914436
"14563","PON3",-0.003520819,0.025188594
"14564","MUC22",-0.003521232,0.013026586
"14565","RASGRF2",-0.003522208,-0.002943825
"14566","STAP1",-0.003525404,0.003031177
"14567","LRRFIP2",-0.003526065,-0.005564883
"14568","LRRTM1",-0.003528978,-0.010294884
"14569","TMEM27",-0.00353062,0.003036621
"14570","FCGR3A",-0.003532218,0.020624453
"14571","DHX32",-0.003533761,-0.001808072
"14572","PDCD6IP",-0.003537098,-0.000634897
"14573","PKP3",-0.00353798,-0.001183704
"14574","CLIC1",-0.003539075,0.001625171
"14575","SOX14",-0.003539123,-0.018526263
"14576","FAHD2B",-0.003542083,-0.000142011
"14577","CAPN11",-0.00354494,0.001928584
"14578","TCL1A",-0.003545055,0.012425344
"14579","RNF217",-0.003547077,-0.00131978
"14580","PHF24",-0.003549693,0.000690582
"14581","ESRP2",-0.003550023,0.000544586
"14582","FCGR1A",-0.00355024,0.019624582
"14583","FCRL1",-0.003550694,0.012945496
"14584","LRP1B",-0.003553706,-0.018799576
"14585","HDLBP",-0.003554294,-0.004105467
"14586","GPM6B",-0.003554337,-0.005279268
"14587","DSG2",-0.003555385,7.71e-05
"14588","PDGFD",-0.003557615,-0.009353695
"14589","TMEM231",-0.003558127,-0.002080339
"14590","HDAC7",-0.003559512,0.001344172
"14591","NCR1",-0.00355978,0.011173383
"14592","ECE1",-0.00356056,-0.002237439
"14593","UGDH",-0.00356095,-0.003074228
"14594","PTPN22",-0.003562355,0.016425091
"14595","MAPK10",-0.003564606,-0.01389115
"14596","ADPRM",-0.003566438,-0.007429204
"14597","SNX2",-0.003568678,0.001196528
"14598","TOR1AIP1",-0.003571097,-0.00223478
"14599","TBX21",-0.003572148,0.013396552
"14600","GSAP",-0.003572782,0.005831287
"14601","TMEM79",-0.003575891,-0.017225663
"14602","PPP3CA",-0.003580538,-0.01001122
"14603","COL21A1",-0.003581224,0.001290296
"14604","GPR4",-0.003582535,0.006992063
"14605","BEND4",-0.00358602,-0.023891034
"14606","HSDL2",-0.003588886,0.000754812
"14607","FTH1",-0.00358953,0.00676347
"14608","DTX2",-0.003589538,0.000949683
"14609","ACAT1",-0.003589866,0.000251677
"14610","PRDM11",-0.00359209,-0.004343694
"14611","ISCU",-0.003593051,-0.001120515
"14612","FITM2",-0.003593801,-0.004076518
"14613","NAT6",-0.003598003,-0.004227524
"14614","MAP1LC3B",-0.00359927,0.001125934
"14615","FCMR",-0.003600704,0.007279655
"14616","PCBD1",-0.003601256,-0.002227817
"14617","ADD3",-0.003602121,-0.000736599
"14618","NSMCE1",-0.003605647,-0.004661626
"14619","CFAP58",-0.003605876,0.003953005
"14620","FLII",-0.003606619,0.000665026
"14621","NUDT9",-0.003607079,-0.0035887
"14622","CHST14",-0.00360948,-0.001834749
"14623","ICOS",-0.003610121,0.018366986
"14624","RNF181",-0.003612217,0.000823637
"14625","SHROOM3",-0.003613205,-0.002944409
"14626","SLC19A1",-0.003615398,0.003055669
"14627","RAG1",-0.003617301,0.001764232
"14628","CLEC1B",-0.003617933,0.010675033
"14629","WFDC13",-0.00361852,0.003431111
"14630","NOTCH4",-0.003618761,0.002605019
"14631","ERRFI1",-0.003621612,0.006531581
"14632","DOCK9",-0.003622395,0.003716903
"14633","CEBPE",-0.003623871,0.00933416
"14634","POLE4",-0.003624387,0.002292542
"14635","PON2",-0.003625607,0.009317533
"14636","AFAP1L1",-0.003625615,0.005621496
"14637","CXCR6",-0.003625695,0.008890141
"14638","IFI44L",-0.003625853,0.008023695
"14639","CYFIP1",-0.003626236,-0.000930045
"14640","C5",-0.003626783,0.005621549
"14641","MYH13",-0.003626951,0.003745377
"14642","PTPRK",-0.003631151,-0.001107855
"14643","CDH13",-0.0036329,0.001782764
"14644","COQ10B",-0.003632934,0.00146234
"14645","PLD2",-0.003633664,-0.002977735
"14646","STUB1",-0.003635021,-0.002714609
"14647","CD84",-0.003635424,0.011423853
"14648","HSD17B14",-0.003635545,0.00119439
"14649","CISD3",-0.003636144,-0.002624679
"14650","FCN2",-0.003636229,-0.017631192
"14651","RAP2B",-0.003636233,0.005378164
"14652","ROBO3",-0.003637051,-0.00442939
"14653","RIPK2",-0.00363756,0.002123248
"14654","KCTD10",-0.003637787,-0.000381466
"14655","RPLP1",-0.003639144,-0.001081227
"14656","LRRC4B",-0.003640678,0.002526402
"14657","KREMEN1",-0.003641076,-0.002632042
"14658","ECHS1",-0.003641431,-0.005767036
"14659","PLA2G2F",-0.003641696,-0.016243875
"14660","JUN",-0.003643103,-0.003260555
"14661","ZNFX1",-0.003645143,0.003195143
"14662","PAFAH2",-0.003645657,-0.001256869
"14663","PPP1R14C",-0.003646431,0.02014437
"14664","NAMPT",-0.003647223,0.003245252
"14665","PHKB",-0.003650159,-0.003040314
"14666","SLAMF1",-0.003650938,0.012041803
"14667","AMD1",-0.003653305,-0.011058415
"14668","FAM188B",-0.003653774,-0.001199618
"14669","EVC2",-0.00365427,-0.001732154
"14670","FAM228A",-0.003656841,-0.001788949
"14671","SLC9A3R1",-0.003657201,-0.006919411
"14672","LRCOL1",-0.003658315,0.003455575
"14673","DPEP3",-0.003659168,0.002668794
"14674","GSDMC",-0.003662059,0.016176327
"14675","FCGBP",-0.003663209,-0.003048111
"14676","SNTB2",-0.003663666,-0.004573161
"14677","XPC",-0.00366618,-0.002922392
"14678","ZNF217",-0.003667672,-0.003761336
"14679","CRISP1",-0.00366798,-0.012342671
"14680","MCTP2",-0.003668676,-0.000854551
"14681","ZNF536",-0.003668731,-0.020352563
"14682","TMEM127",-0.00366902,1.39e-05
"14683","CASP4",-0.003669122,0.007908837
"14684","TICAM2",-0.00366959,0.003732566
"14685","OSBPL10",-0.003670734,-0.003070447
"14686","DUSP16",-0.003671544,-0.002889773
"14687","LAMTOR1",-0.003671994,-0.00041266
"14688","RAB5B",-0.003672637,-0.001902973
"14689","FAM20C",-0.003673697,-0.002144092
"14690","AASS",-0.003674117,-0.002631614
"14691","ITIH6",-0.003674589,-0.024265801
"14692","OGDH",-0.00367537,-0.001048637
"14693","CASC1",-0.00367696,0.000178056
"14694","ZNF860",-0.003679357,-0.004958802
"14695","CLEC6A",-0.003679571,0.017693974
"14696","COL4A3BP",-0.003680581,-0.002120077
"14697","ARC",-0.003682632,0.002596169
"14698","HIPK3",-0.003683146,-0.000855011
"14699","SLC35A1",-0.003683294,-0.001210684
"14700","HADHA",-0.003684245,-0.001358846
"14701","PYROXD2",-0.003686842,-0.004786095
"14702","ITGB7",-0.003688558,0.010792452
"14703","PLXNB2",-0.00368975,-0.002811918
"14704","PAEP",-0.003690167,0.009042106
"14705","LMBRD1",-0.003690713,0.001413504
"14706","HIVEP2",-0.003690775,-0.000390624
"14707","JMJD8",-0.00369079,-0.002840359
"14708","FBXL17",-0.003691976,-0.002968685
"14709","ZEB1",-0.003694701,-0.001722929
"14710","FHL3",-0.003695096,0.000483405
"14711","MILR1",-0.003696327,0.013052282
"14712","TAGLN2",-0.00369764,0.012666886
"14713","WWP1",-0.003699583,-0.0032716
"14714","EXT1",-0.003700679,0.002715681
