Sample,Relative_Sensitivity_Score,type
TCGA.ED.A8O5.01,2.3943213,LIHC
TCGA.DD.AAVQ.01,2.394469163,LIHC
TCGA.CC.A123.01,2.352784573,LIHC
TCGA.EP.A26S.01,2.140259046,LIHC
TCGA.BC.A10U.01,1.243771216,LIHC
TCGA.DD.AADN.01,2.757072377,LIHC
TCGA.CC.A9FS.01,2.37007364,LIHC
TCGA.FV.A2QR.01,2.133009901,LIHC
TCGA.5R.AAAM.01,2.651113518,LIHC
TCGA.HP.A5N0.01,1.830216542,LIHC
TCGA.XR.A8TD.01,2.774658576,LIHC
TCGA.DD.AADK.01,3.052555321,LIHC
TCGA.DD.AAD0.01,3.148355814,LIHC
TCGA.BW.A5NQ.01,1.624421946,LIHC
TCGA.DD.AAEH.01,2.622846209,LIHC
TCGA.DD.AAE6.01,2.336958656,LIHC
TCGA.KR.A7K7.01,2.3156613,LIHC
TCGA.CC.5262.01,3.10778575,LIHC
TCGA.2Y.A9GS.01,2.150231309,LIHC
TCGA.4R.AA8I.01,1.854838658,LIHC
TCGA.DD.A1EE.01,2.637386436,LIHC
TCGA.ZS.A9CG.01,2.801478222,LIHC
TCGA.DD.AAD2.01,2.470096287,LIHC
TCGA.RG.A7D4.01,1.604320304,LIHC
TCGA.G3.A5SJ.01,2.294222319,LIHC
TCGA.DD.A1EB.01,2.544840945,LIHC
TCGA.DD.AACV.01,1.536490358,LIHC
TCGA.DD.AAVR.01,2.694593116,LIHC
TCGA.DD.A3A2.01,2.426836766,LIHC
TCGA.CC.A8HV.01,2.412473378,LIHC
TCGA.DD.AADQ.01,3.168763284,LIHC
TCGA.DD.AAVU.01,3.069642923,LIHC
TCGA.2Y.A9GX.01,2.441527978,LIHC
TCGA.XR.A8TG.01,1.939346741,LIHC
TCGA.DD.AACG.01,2.425537628,LIHC
TCGA.G3.A25S.01,2.365991911,LIHC
TCGA.UB.A7ME.01,2.046096831,LIHC
TCGA.CC.5258.01,2.270261631,LIHC
TCGA.DD.A116.01,2.484840864,LIHC
TCGA.DD.A3A3.01,3.216072079,LIHC
TCGA.CC.A3MC.01,3.415047231,LIHC
TCGA.DD.A4NV.01,1.754693394,LIHC
TCGA.BC.A217.01,1.76862499,LIHC
TCGA.RC.A6M3.01,2.645780864,LIHC
TCGA.G3.A5SK.01,2.85813012,LIHC
TCGA.DD.AAVY.01,2.924766221,LIHC
TCGA.5R.AA1D.01,2.103063698,LIHC
TCGA.DD.AAVS.01,2.28151233,LIHC
TCGA.G3.A5SI.01,2.197422915,LIHC
TCGA.FV.A4ZP.01,3.143824389,LIHC
TCGA.FV.A3R3.01,1.75720661,LIHC
TCGA.RC.A6M4.01,3.081720995,LIHC
TCGA.DD.A4NN.01,2.321625127,LIHC
TCGA.ZS.A9CF.02,1.264620104,LIHC
TCGA.G3.AAV7.01,2.429141112,LIHC
TCGA.DD.AAD3.01,2.237576263,LIHC
TCGA.MR.A520.01,2.658546549,LIHC
TCGA.DD.AA3A.01,2.77108777,LIHC
TCGA.ZP.A9CV.01,2.513700891,LIHC
TCGA.DD.AAEB.01,2.16560592,LIHC
TCGA.DD.AAW1.01,2.853199185,LIHC
TCGA.DD.AACY.01,2.464186434,LIHC
TCGA.DD.AACJ.01,2.849756818,LIHC
TCGA.PD.A5DF.01,2.95950552,LIHC
TCGA.DD.A4NS.01,2.15940127,LIHC
TCGA.UB.A7MA.01,2.262972753,LIHC
TCGA.DD.AAE1.01,2.004524215,LIHC
TCGA.DD.A1EH.01,2.305978325,LIHC
TCGA.DD.AADR.01,2.585056166,LIHC
TCGA.CC.A7IL.01,2.52784564,LIHC
TCGA.DD.A3A4.01,2.861266288,LIHC
TCGA.2Y.A9HA.01,1.89503968,LIHC
TCGA.2Y.A9GY.01,3.050187,LIHC
TCGA.DD.AAW0.01,3.009421939,LIHC
TCGA.DD.AAD8.01,2.566739908,LIHC
TCGA.RC.A6M6.01,2.797023285,LIHC
TCGA.DD.AACK.01,2.400042587,LIHC
TCGA.LG.A6GG.01,2.866071608,LIHC
TCGA.DD.AACI.01,3.217428394,LIHC
TCGA.DD.AAE0.01,2.446850737,LIHC
TCGA.RC.A7SF.01,2.874580849,LIHC
TCGA.DD.A1EG.01,2.713924348,LIHC
TCGA.ED.A459.01,2.555111035,LIHC
TCGA.DD.AAEI.01,3.492807797,LIHC
TCGA.DD.AACF.01,3.902018834,LIHC
TCGA.DD.AADS.01,3.818278497,LIHC
TCGA.2Y.A9H3.01,1.768092761,LIHC
TCGA.DD.AACU.01,2.405523689,LIHC
TCGA.DD.A114.01,1.452219772,LIHC
TCGA.CC.A9FU.01,0.97173966,LIHC
TCGA.K7.A5RF.01,2.488506784,LIHC
TCGA.G3.A7M5.01,2.192776286,LIHC
TCGA.BD.A2L6.01,1.950190608,LIHC
TCGA.WX.AA44.01,2.543169663,LIHC
TCGA.DD.AADV.01,1.445793959,LIHC
TCGA.BC.A110.01,2.586418256,LIHC
TCGA.BC.A3KF.01,2.113948726,LIHC
TCGA.DD.A73B.01,2.625709518,LIHC
TCGA.QA.A7B7.01,0.954538539,LIHC
TCGA.MI.A75I.01,2.248371438,LIHC
TCGA.UB.A7MF.01,2.318063566,LIHC
TCGA.BC.A69I.01,2.764938507,LIHC
TCGA.BC.A5W4.01,2.066742672,LIHC
TCGA.DD.A1EF.01,1.166972549,LIHC
TCGA.2Y.A9GV.01,2.809543493,LIHC
TCGA.UB.A7MC.01,1.876213478,LIHC
TCGA.DD.AAC8.01,1.867927583,LIHC
TCGA.BC.A10S.01,2.944641219,LIHC
TCGA.G3.A3CI.01,2.466975701,LIHC
TCGA.CC.5259.01,3.05084654,LIHC
TCGA.KR.A7K2.01,2.074692329,LIHC
TCGA.DD.AADJ.01,2.518779477,LIHC
TCGA.CC.A7IG.01,2.893374639,LIHC
TCGA.DD.AADC.01,2.104552178,LIHC
TCGA.ED.A66Y.01,2.130766227,LIHC
TCGA.CC.A7IF.01,3.032343453,LIHC
TCGA.FV.A3I0.01,3.214306902,LIHC
TCGA.MI.A75G.01,2.342137187,LIHC
TCGA.CC.A3M9.01,2.082988113,LIHC
TCGA.CC.5260.01,1.297306385,LIHC
TCGA.DD.AADL.01,1.744242341,LIHC
TCGA.ZP.A9CZ.01,2.208999148,LIHC
TCGA.HP.A5MZ.01,2.325062343,LIHC
TCGA.G3.A25T.01,2.259453595,LIHC
TCGA.DD.AACW.01,1.945957324,LIHC
TCGA.DD.AAEA.01,2.804858006,LIHC
TCGA.DD.A73G.01,1.920923925,LIHC
TCGA.ZP.A9CY.01,2.453530271,LIHC
TCGA.DD.AAC9.01,2.837410376,LIHC
TCGA.K7.A5RG.01,1.51694341,LIHC
TCGA.DD.AADI.01,2.544184557,LIHC
TCGA.DD.AACE.01,2.529108818,LIHC
TCGA.DD.A113.01,2.257090306,LIHC
TCGA.DD.A3A7.01,3.653353723,LIHC
TCGA.UB.A7MD.01,2.61100802,LIHC
TCGA.G3.AAV6.01,0.508731316,LIHC
TCGA.BC.A3KG.01,1.422191087,LIHC
TCGA.EP.A12J.01,3.119343622,LIHC
TCGA.DD.A73C.01,1.743399648,LIHC
TCGA.LG.A9QC.01,2.523287079,LIHC
TCGA.ED.A7XP.01,2.2913125,LIHC
TCGA.DD.A3A5.01,2.089371984,LIHC
TCGA.DD.AACT.01,2.437430103,LIHC
TCGA.CC.A5UD.01,3.325722112,LIHC
TCGA.MI.A75E.01,3.026724162,LIHC
TCGA.BC.A10Z.01,1.846448022,LIHC
TCGA.DD.AACQ.01,2.970035059,LIHC
TCGA.CC.A9FW.01,1.34163957,LIHC
TCGA.DD.A4NJ.01,2.756762285,LIHC
TCGA.WQ.AB4B.01,2.777136751,LIHC
TCGA.GJ.A3OU.01,2.77816638,LIHC
TCGA.DD.A11D.01,2.317412919,LIHC
TCGA.O8.A75V.01,2.988090034,LIHC
TCGA.5C.A9VH.01,2.140850007,LIHC
TCGA.DD.A73D.01,3.215271212,LIHC
TCGA.FV.A23B.01,1.770346269,LIHC
TCGA.DD.A4NA.01,2.473865126,LIHC
TCGA.ED.A66X.01,2.186239697,LIHC
TCGA.DD.A115.01,1.855184596,LIHC
TCGA.BC.A10Q.01,2.381543896,LIHC
TCGA.2Y.A9H5.01,2.204524804,LIHC
TCGA.G3.A3CK.01,2.657415901,LIHC
TCGA.DD.A1EC.01,2.503664628,LIHC
TCGA.G3.AAV2.01,2.206909299,LIHC
TCGA.CC.A5UC.01,2.323838607,LIHC
TCGA.DD.A1EJ.01,1.477126595,LIHC
TCGA.DD.AAVX.01,3.028420984,LIHC
TCGA.CC.A7IH.01,2.056161097,LIHC
TCGA.DD.AADB.01,1.808931381,LIHC
TCGA.DD.A39V.01,2.34631114,LIHC
TCGA.EP.A3JL.01,3.013021301,LIHC
TCGA.DD.AAW2.01,2.729101689,LIHC
TCGA.DD.AAEK.01,2.098898882,LIHC
TCGA.DD.AAD5.01,3.999343018,LIHC
TCGA.T1.A6J8.01,2.248036237,LIHC
TCGA.2Y.A9H8.01,2.583574748,LIHC
TCGA.DD.A11C.01,1.260045013,LIHC
TCGA.2Y.A9H1.01,2.886345472,LIHC
TCGA.G3.A25Z.01,2.494464581,LIHC
TCGA.CC.5261.01,2.221368955,LIHC
TCGA.DD.A1ED.01,2.165729947,LIHC
TCGA.G3.A7M8.01,2.487823111,LIHC
TCGA.BC.A69H.01,3.018237664,LIHC
TCGA.FV.A496.01,2.967446204,LIHC
TCGA.ZS.A9CD.01,2.920572839,LIHC
TCGA.BC.4073.01,2.772718794,LIHC
TCGA.DD.AAE4.01,2.633699195,LIHC
TCGA.5R.AA1C.01,2.683555925,LIHC
TCGA.EP.A3RK.01,2.347732435,LIHC
TCGA.2Y.A9GZ.01,2.199379911,LIHC
TCGA.MI.A75C.01,3.663444692,LIHC
TCGA.G3.A5SL.01,2.906389368,LIHC
TCGA.BC.A10T.01,1.493934717,LIHC
TCGA.BC.A10X.01,2.378630184,LIHC
TCGA.2Y.A9GW.01,2.733639415,LIHC
TCGA.ED.A627.01,2.211033768,LIHC
TCGA.ZS.A9CE.01,3.099082873,LIHC
TCGA.2Y.A9H4.01,1.91861871,LIHC
TCGA.BD.A3ER.01,2.718954447,LIHC
TCGA.G3.A3CJ.01,2.850273626,LIHC
TCGA.DD.AAD6.01,2.089519021,LIHC
TCGA.FV.A3I1.01,2.835334179,LIHC
TCGA.ED.A4XI.01,2.351533372,LIHC
TCGA.DD.AACO.01,2.758549835,LIHC
TCGA.DD.A11A.01,1.995782814,LIHC
TCGA.G3.AAV5.01,3.45954768,LIHC
TCGA.2Y.A9H0.01,1.809430391,LIHC
TCGA.XR.A8TE.01,2.105048847,LIHC
TCGA.DD.A1EI.01,2.55723678,LIHC
TCGA.DD.AADU.01,2.740160994,LIHC
TCGA.CC.A8HT.01,2.323640487,LIHC
TCGA.FV.A495.01,2.407927911,LIHC
TCGA.ED.A7PY.01,2.245748307,LIHC
TCGA.KR.A7K8.01,2.420084465,LIHC
TCGA.DD.AAE3.01,2.391053042,LIHC
TCGA.FV.A3R2.01,2.72006896,LIHC
TCGA.DD.AAE7.01,2.582335273,LIHC
TCGA.DD.A73E.01,1.987095642,LIHC
TCGA.DD.AADP.01,2.874400652,LIHC
TCGA.ZP.A9D1.01,2.533588574,LIHC
TCGA.RC.A7SH.01,2.398414727,LIHC
TCGA.2Y.A9H2.01,2.526235599,LIHC
TCGA.UB.A7MB.01,1.851535477,LIHC
TCGA.DD.AADY.01,2.334425522,LIHC
TCGA.97.7546.01,2.014211932,LUAD
TCGA.MN.A4N4.01,3.242886862,LUAD
TCGA.86.6562.01,2.842577133,LUAD
TCGA.05.4433.01,1.943146464,LUAD
TCGA.55.8615.01,2.293350933,LUAD
TCGA.55.8614.01,2.256273033,LUAD
TCGA.55.A493.01,3.07758154,LUAD
TCGA.55.8204.01,3.344793862,LUAD
TCGA.75.6206.01,2.764523963,LUAD
TCGA.49.6743.01,2.908511189,LUAD
TCGA.97.7552.01,2.125846957,LUAD
TCGA.64.5779.01,1.598040606,LUAD
TCGA.91.8496.01,3.450190708,LUAD
TCGA.44.A47B.01,2.87285411,LUAD
TCGA.86.A4JF.01,2.832851084,LUAD
TCGA.MP.A4TJ.01,2.016806862,LUAD
TCGA.99.7458.01,2.52493008,LUAD
TCGA.55.8092.01,2.534366063,LUAD
TCGA.55.8096.01,2.330098979,LUAD
TCGA.95.8494.01,3.791628014,LUAD
TCGA.55.6980.01,3.231399608,LUAD
TCGA.44.5645.01,1.027603197,LUAD
TCGA.MP.A4T8.01,3.456088364,LUAD
TCGA.49.6744.01,3.102636344,LUAD
TCGA.55.8203.01,2.278008517,LUAD
TCGA.05.4432.01,1.767573906,LUAD
TCGA.62.8395.01,2.200656698,LUAD
TCGA.62.8397.01,3.337149886,LUAD
TCGA.93.A4JO.01,2.700755284,LUAD
TCGA.44.3918.01,1.643576199,LUAD
TCGA.55.7995.01,2.183924054,LUAD
TCGA.44.8119.01,1.699776624,LUAD
TCGA.97.8176.01,3.202787126,LUAD
TCGA.62.A46U.01,3.793331201,LUAD
TCGA.86.8075.01,3.076236882,LUAD
TCGA.50.6595.01,3.525719247,LUAD
TCGA.49.4507.01,5.492012639,LUAD
TCGA.44.6147.01,1.838528509,LUAD
TCGA.86.8054.01,1.033959954,LUAD
TCGA.86.A4P7.01,2.545616251,LUAD
TCGA.69.7978.01,3.59190459,LUAD
TCGA.55.6985.01,2.349978633,LUAD
TCGA.05.4390.01,2.494481196,LUAD
TCGA.78.7536.01,2.609788029,LUAD
TCGA.67.6217.01,2.12570035,LUAD
TCGA.69.7763.01,2.358453273,LUAD
TCGA.75.7030.01,2.36658649,LUAD
TCGA.44.6146.01,2.394217057,LUAD
TCGA.64.1677.01,3.228740846,LUAD
TCGA.78.7163.01,3.166192981,LUAD
TCGA.83.5908.01,3.383965412,LUAD
TCGA.50.5935.01,2.831513128,LUAD
TCGA.L9.A443.01,2.864322803,LUAD
TCGA.55.6970.01,3.094722295,LUAD
TCGA.05.4396.01,2.499718135,LUAD
TCGA.44.A4SU.01,2.390058509,LUAD
TCGA.55.6642.01,2.198990325,LUAD
TCGA.86.8672.01,4.419324445,LUAD
TCGA.95.7944.01,3.977992027,LUAD
TCGA.78.7147.01,3.567684509,LUAD
TCGA.49.4514.01,3.609566283,LUAD
TCGA.50.5051.01,2.678392233,LUAD
TCGA.MP.A4TA.01,3.308982722,LUAD
TCGA.62.8394.01,3.528947469,LUAD
TCGA.44.6775.01,2.891342119,LUAD
TCGA.55.7914.01,3.25323726,LUAD
TCGA.64.1678.01,3.385540389,LUAD
TCGA.44.4112.01,2.455917768,LUAD
TCGA.55.8089.01,3.923909867,LUAD
TCGA.49.4494.01,3.927662936,LUAD
TCGA.86.7711.01,3.740960888,LUAD
TCGA.05.4402.01,2.525858835,LUAD
TCGA.50.8457.01,2.339460469,LUAD
TCGA.05.4250.01,3.403374485,LUAD
TCGA.MP.A4T7.01,3.915130372,LUAD
TCGA.91.7771.01,1.88442759,LUAD
TCGA.55.A4DG.01,2.984753488,LUAD
TCGA.95.A4VN.01,3.374431266,LUAD
TCGA.38.6178.01,3.004914684,LUAD
TCGA.55.A48X.01,3.004789528,LUAD
TCGA.78.7155.01,-0.963799617,LUAD
TCGA.50.5932.01,3.060106065,LUAD
TCGA.J2.A4AG.01,2.505267198,LUAD
TCGA.64.5781.01,4.669542802,LUAD
TCGA.55.6987.01,2.463720716,LUAD
TCGA.80.5611.01,3.086428327,LUAD
TCGA.91.8499.01,-1.142736999,LUAD
TCGA.05.4424.01,1.983501665,LUAD
TCGA.44.2665.01,2.756690468,LUAD
TCGA.91.6829.01,2.300357106,LUAD
TCGA.50.5068.01,2.937139746,LUAD
TCGA.86.7714.01,3.339275273,LUAD
TCGA.62.A46Y.01,3.381962483,LUAD
TCGA.L4.A4E5.01,3.337645165,LUAD
TCGA.44.2666.01,2.726466865,LUAD
TCGA.49.6761.01,3.302813402,LUAD
TCGA.44.6774.01,2.219518539,LUAD
TCGA.97.7554.01,2.889977809,LUAD
TCGA.86.A456.01,3.456157011,LUAD
TCGA.73.4658.01,3.294098834,LUAD
TCGA.97.7941.01,2.859636458,LUAD
TCGA.97.8177.01,2.612895462,LUAD
TCGA.86.8669.01,2.014560466,LUAD
TCGA.97.A4M1.01,2.275633787,LUAD
TCGA.44.2661.01,2.739114438,LUAD
TCGA.49.AAR4.01,2.816394025,LUAD
TCGA.05.4403.01,3.20528272,LUAD
TCGA.44.A47A.01,2.492762531,LUAD
TCGA.55.8090.01,3.649760859,LUAD
TCGA.44.2668.01,3.777504077,LUAD
TCGA.86.8076.01,2.636233491,LUAD
TCGA.MP.A4T9.01,3.159269365,LUAD
TCGA.86.7701.01,1.810205611,LUAD
TCGA.55.8301.01,2.354911346,LUAD
TCGA.78.7166.01,4.094431297,LUAD
TCGA.44.A4SS.01,3.36253386,LUAD
TCGA.67.3773.01,3.792478436,LUAD
TCGA.86.8674.01,3.042683093,LUAD
TCGA.78.7150.01,3.613769306,LUAD
TCGA.05.4405.01,2.815430779,LUAD
TCGA.91.6840.01,1.780418993,LUAD
TCGA.55.A491.01,3.053306633,LUAD
TCGA.05.5423.01,3.078402229,LUAD
TCGA.05.5428.01,3.957084196,LUAD
TCGA.05.4244.01,3.927411201,LUAD
TCGA.MP.A4T6.01,2.592163101,LUAD
TCGA.64.1676.01,4.059607615,LUAD
TCGA.91.6835.01,2.072196617,LUAD
TCGA.95.7947.01,2.614754938,LUAD
TCGA.05.4434.01,3.63478659,LUAD
TCGA.44.2662.01,3.339754413,LUAD
TCGA.53.A4EZ.01,2.258078027,LUAD
TCGA.49.4501.01,2.649200846,LUAD
TCGA.97.8171.01,1.93185956,LUAD
TCGA.86.7713.01,2.518294439,LUAD
TCGA.55.7281.01,3.408676579,LUAD
TCGA.62.A46O.01,3.98315651,LUAD
TCGA.J2.8194.01,2.702072136,LUAD
TCGA.73.4677.01,2.95473164,LUAD
TCGA.67.3772.01,2.688772721,LUAD
TCGA.73.4662.01,3.179276586,LUAD
TCGA.53.7624.01,3.465861892,LUAD
TCGA.50.5055.01,2.791160866,LUAD
TCGA.55.8206.01,2.505501189,LUAD
TCGA.44.2659.01,2.689509567,LUAD
TCGA.86.7953.01,2.299935074,LUAD
TCGA.67.6216.01,3.464555852,LUAD
TCGA.95.A4VP.01,1.836564245,LUAD
TCGA.55.7994.01,3.69206591,LUAD
TCGA.NJ.A7XG.01,3.566394861,LUAD
TCGA.86.8358.01,-1.66125627,LUAD
TCGA.55.7815.01,1.787467531,LUAD
TCGA.MN.A4N5.01,2.718915836,LUAD
TCGA.86.8359.01,2.947383544,LUAD
TCGA.73.7498.01,2.36518717,LUAD
TCGA.L9.A444.01,3.257983855,LUAD
TCGA.55.8208.01,2.653966658,LUAD
TCGA.55.7283.01,3.05842245,LUAD
TCGA.44.7667.01,1.115369471,LUAD
TCGA.97.A4M3.01,2.763016776,LUAD
TCGA.44.7671.01,2.989190038,LUAD
TCGA.44.7670.01,2.157873296,LUAD
TCGA.99.8032.01,1.223456396,LUAD
TCGA.73.7499.01,3.08087705,LUAD
TCGA.75.6203.01,2.665471571,LUAD
TCGA.75.5122.01,3.673604843,LUAD
TCGA.50.6673.01,2.641574691,LUAD
TCGA.55.7726.01,3.512176239,LUAD
TCGA.NJ.A55R.01,-0.309539219,LUAD
TCGA.73.A9RS.01,3.64841169,LUAD
TCGA.05.4389.01,2.45065759,LUAD
TCGA.44.2657.01,2.627539728,LUAD
TCGA.55.8512.01,2.292596342,LUAD
TCGA.55.8091.01,2.835940849,LUAD
TCGA.55.8513.01,2.214595318,LUAD
TCGA.55.7284.01,2.31976016,LUAD
TCGA.64.5774.01,1.426104788,LUAD
TCGA.97.7937.01,2.844343113,LUAD
TCGA.78.8662.01,3.189908575,LUAD
TCGA.69.7764.01,1.912091585,LUAD
TCGA.44.5643.01,2.992201485,LUAD
TCGA.78.7540.01,3.499027066,LUAD
TCGA.MP.A5C7.01,1.893616653,LUAD
TCGA.05.5429.01,2.980915069,LUAD
TCGA.44.6778.01,-0.418003691,LUAD
TCGA.O1.A52J.01,2.018669025,LUAD
TCGA.J2.A4AD.01,3.03050194,LUAD
TCGA.62.A46P.01,2.447229477,LUAD
TCGA.97.7553.01,2.478805561,LUAD
TCGA.44.3398.01,3.467410135,LUAD
TCGA.38.4628.01,3.826954179,LUAD
TCGA.38.4625.01,1.949364482,LUAD
TCGA.35.4123.01,3.666946544,LUAD
TCGA.49.4512.01,2.824674575,LUAD
TCGA.05.4395.01,5.920282479,LUAD
TCGA.44.2656.01,3.262364533,LUAD
TCGA.50.5045.01,2.974749426,LUAD
TCGA.MP.A4TF.01,3.354436708,LUAD
TCGA.49.AAR0.01,1.487293268,LUAD
TCGA.49.AAQV.01,2.928999117,LUAD
TCGA.73.4676.01,3.383866787,LUAD
TCGA.49.AAR9.01,3.883815427,LUAD
TCGA.73.4668.01,3.516979162,LUAD
TCGA.05.4418.01,4.263067386,LUAD
TCGA.05.5420.01,3.110838971,LUAD
TCGA.75.7031.01,2.695877222,LUAD
TCGA.97.8174.01,2.05011154,LUAD
TCGA.MP.A4SY.01,3.710791042,LUAD
TCGA.75.6211.01,2.45626731,LUAD
TCGA.50.5941.01,3.01603094,LUAD
TCGA.L9.A7SV.01,2.25140274,LUAD
TCGA.44.7661.01,3.0762396,LUAD
TCGA.64.5775.01,3.355653834,LUAD
TCGA.55.8097.01,2.690983385,LUAD
TCGA.55.6978.01,2.518690046,LUAD
TCGA.99.8033.01,3.89408909,LUAD
TCGA.44.7669.01,0.136949635,LUAD
TCGA.78.7159.01,2.182076331,LUAD
TCGA.69.7979.01,2.992123376,LUAD
TCGA.55.7728.01,2.814643953,LUAD
TCGA.05.4422.01,2.16686547,LUAD
TCGA.95.8039.01,3.300094485,LUAD
TCGA.49.6742.01,2.926880791,LUAD
TCGA.69.7761.01,2.578459622,LUAD
TCGA.71.8520.01,2.949368301,LUAD
TCGA.MP.A4TK.01,3.168038029,LUAD
TCGA.67.4679.01,2.517153945,LUAD
TCGA.55.8094.01,1.569919119,LUAD
TCGA.38.A44F.01,2.809519635,LUAD
TCGA.97.A4M0.01,3.457578329,LUAD
TCGA.78.7145.01,3.571790918,LUAD
TCGA.55.8085.01,2.838909818,LUAD
TCGA.44.6145.01,3.43689422,LUAD
TCGA.97.A4M7.01,2.489646987,LUAD
TCGA.50.5933.01,3.743474557,LUAD
TCGA.44.6148.01,1.57855503,LUAD
TCGA.49.4505.01,3.430144834,LUAD
TCGA.MP.A4SW.01,2.905200606,LUAD
TCGA.L9.A50W.01,3.357362688,LUAD
TCGA.49.AARO.01,2.911097662,LUAD
TCGA.55.8506.01,2.546768672,LUAD
TCGA.86.A4D0.01,1.474153,LUAD
TCGA.49.6767.01,4.116544439,LUAD
TCGA.64.1681.01,2.725071325,LUAD
TCGA.44.8120.01,3.186155,LUAD
TCGA.4B.A93V.01,2.665500313,LUAD
TCGA.50.5930.01,3.082385772,LUAD
TCGA.44.6779.01,4.901744446,LUAD
TCGA.05.4398.01,2.809761433,LUAD
TCGA.75.7027.01,3.148248183,LUAD
TCGA.50.8459.01,2.479080161,LUAD
TCGA.38.4631.01,3.280934638,LUAD
TCGA.99.8028.01,3.1483812,LUAD
TCGA.93.A4JN.01,2.18423168,LUAD
TCGA.55.6984.01,3.055187608,LUAD
TCGA.99.8025.01,3.241666043,LUAD
TCGA.55.6979.01,3.157454367,LUAD
TCGA.78.7152.01,2.931811615,LUAD
TCGA.55.7910.01,2.486074685,LUAD
TCGA.44.6777.01,2.890234405,LUAD
TCGA.73.4670.01,3.962570579,LUAD
TCGA.75.5125.01,2.966188732,LUAD
TCGA.55.7727.01,2.719300092,LUAD
TCGA.75.7025.01,2.051468175,LUAD
TCGA.78.8640.01,2.645622366,LUAD
TCGA.91.6836.01,1.94358559,LUAD
TCGA.55.8621.01,2.574384157,LUAD
TCGA.75.6207.01,3.235154318,LUAD
TCGA.69.8254.01,2.952297898,LUAD
TCGA.49.AARQ.01,1.991677806,LUAD
TCGA.05.4420.01,3.036855542,LUAD
TCGA.55.7907.01,3.572697162,LUAD
TCGA.49.4506.01,4.377234862,LUAD
TCGA.55.8507.01,1.621422044,LUAD
TCGA.95.7948.01,2.817002654,LUAD
TCGA.62.A471.01,4.173180745,LUAD
TCGA.50.5049.01,1.9341821,LUAD
TCGA.55.7574.01,2.498400294,LUAD
TCGA.44.8117.01,4.150435675,LUAD
TCGA.55.8505.01,3.251760852,LUAD
TCGA.55.8299.01,3.320882767,LUAD
TCGA.NJ.A4YQ.01,2.989504921,LUAD
TCGA.44.2655.01,3.09765146,LUAD
TCGA.05.4384.01,2.614346013,LUAD
TCGA.67.6215.01,3.202583747,LUAD
TCGA.44.7659.01,3.032183745,LUAD
TCGA.55.8619.01,2.475611915,LUAD
TCGA.64.5815.01,3.15482088,LUAD
TCGA.78.7539.01,3.107182848,LUAD
TCGA.69.7973.01,1.928140228,LUAD
TCGA.86.6851.01,3.16333957,LUAD
TCGA.75.6214.01,3.681545667,LUAD
TCGA.73.4675.01,3.420496977,LUAD
TCGA.97.8175.01,4.019553873,LUAD
TCGA.44.3919.01,2.959029913,LUAD
TCGA.NJ.A4YF.01,2.84084512,LUAD
TCGA.MP.A4TC.01,3.245530926,LUAD
TCGA.55.A48Y.01,3.283885281,LUAD
TCGA.78.7156.01,2.706060555,LUAD
TCGA.49.4487.01,2.643149213,LUAD
TCGA.49.AARE.01,3.196933434,LUAD
TCGA.64.1679.01,2.754222295,LUAD
TCGA.73.4659.01,2.551876938,LUAD
TCGA.62.A472.01,3.191074229,LUAD
TCGA.55.6968.01,-0.030751016,LUAD
TCGA.55.6969.01,0.760538816,LUAD
TCGA.78.7220.01,3.289259474,LUAD
TCGA.MP.A4TE.01,2.281782246,LUAD
TCGA.38.4626.01,2.345078673,LUAD
TCGA.55.A4DF.01,1.33487676,LUAD
TCGA.49.4486.01,3.120907231,LUAD
TCGA.38.7271.01,2.397680911,LUAD
TCGA.NJ.A55A.01,2.241492734,LUAD
TCGA.55.7576.01,3.507964689,LUAD
TCGA.95.7039.01,3.884220986,LUAD
TCGA.86.8278.01,3.136218587,LUAD
TCGA.86.A4P8.01,2.183306308,LUAD
TCGA.78.7162.01,2.490942037,LUAD
TCGA.86.7955.01,3.322291676,LUAD
TCGA.55.6971.01,2.153103597,LUAD
TCGA.55.8510.01,3.22900934,LUAD
TCGA.80.5607.01,3.168401233,LUAD
TCGA.L9.A8F4.01,2.883627132,LUAD
TCGA.99.AA5R.01,2.500230781,LUAD
TCGA.55.A490.01,2.140823341,LUAD
TCGA.69.8453.01,2.840896589,LUAD
TCGA.95.7562.01,2.334039468,LUAD
TCGA.35.5375.01,2.859575517,LUAD
TCGA.97.7938.01,2.961890258,LUAD
TCGA.55.8620.01,-1.198777942,LUAD
TCGA.55.8207.01,2.874109086,LUAD
TCGA.55.8302.01,4.008431446,LUAD
TCGA.93.A4JQ.01,2.291089986,LUAD
TCGA.50.7109.01,2.237448611,LUAD
TCGA.97.8552.01,2.467650417,LUAD
TCGA.MP.A4TI.01,3.328661402,LUAD
TCGA.97.8172.01,1.885208103,LUAD
TCGA.97.A4M2.01,2.332526528,LUAD
TCGA.44.3396.01,2.541226585,LUAD
TCGA.MP.A4TH.01,2.125626551,LUAD
TCGA.49.4510.01,3.073299402,LUAD
TCGA.55.5899.01,0.02777634,LUAD
TCGA.71.6725.01,3.561725023,LUAD
TCGA.L4.A4E6.01,2.052816522,LUAD
TCGA.55.7570.01,0.837209628,LUAD
TCGA.L9.A743.01,2.869425244,LUAD
TCGA.78.7149.01,3.299330417,LUAD
TCGA.38.4627.01,2.602250968,LUAD
TCGA.75.5147.01,1.743041112,LUAD
